"","space","transit","access","house_rules","host_since","host_about","host_is_superhost","host_total_listings_count","host_has_profile_pic","host_identity_verified","zipcode","latitude","longitude","accommodates","bathrooms","bedrooms","beds","square_feet","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","is_business_travel_ready","reviews_per_month","occupancy_rate","EntirePlace","PrivateRoom","SharedRoom","Respond_WithinDay","Respond_WithinFewHours","Respond_WithinTheHour","Apartment","BedNBreakdast","Condominium","GuestSuite","House","Loft","Other","ServicedApartment","Townhouse","Bed_Couch","Bed_Futon","Bed_PullOutSofa","Bed_Bed","Cancel_Flexible","Cancel_Moderate","Cancel_Strict","hasTV","hasInternet","hasWifi","hasShampoo","hasHeat","hasAC","hasBreakfast","hasDesk","hasFireplace","hasIron","hasHairDryer","hasPrivateEnt","hasKitchen","isFamilyFriendly","square_meter","propertyPrice","IncomePerMonth"
"2","1","1","1","1","2009","1","1",6,"1",1,"75011",48.8627752147805,2.37467959339099,"5","1","2","3",538,135,500,50,"2",10,5,60,140,99,10,10,10,10,10,10,"0","0",1.3,0.346666666666667,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","49.981814","407901.584054",1404
"3","1","0","0","1","2009","1","0",2,"1",1,"75005",48.8467018854604,2.35094712847129,"2","1","0","1",377,75,0,0,"2",0,2,1125,316,93,10,9,10,10,10,10,"0","0",2.85,0.76,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","1","1","1","0","0","1","0","1","1","0","1","0","35.024431","379244.538868",1710
"4","1","1","0","1","2009","1","0",1,"1",1,"75018",48.8843417260706,2.34004613786621,"2","1","1","1",603,100,500,70,"2",0,5,90,13,95,10,10,9,9,10,10,"0","0",0.44,0.117333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","1","56.020509","415672.17678",351.999999999999
"5","1","0","0","1","2009","1","0",1,"1",0,"75011",48.8657751381789,2.37704607446013,"3","1","0","2",248,79,500,25,"2",0,3,60,288,89,9,9,10,10,9,9,"1","0",2.97,0.792,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","1","23.039944","188028.982984",1877.04
"6","1","1","1","1","2009","1","0",1,"1",0,"75004",48.8533893508036,2.36283619213713,"2","1","1","1",269,78,250,20,"1",5,3,1125,331,92,9,9,10,10,10,9,"0","0",3.15,0.84,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","1","0","1","1","1","1","0","24.990907","291269.021085",1965.6
"7","1","0","0","1","2010","1","0",3,"1",1,"75010",48.8703310450947,2.37152249063361,"4","1","2","2",484,105,300,30,"2",20,2,20,49,87,9,8,9,8,9,9,"1","0",0.65,0.173333333333333,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","0","0","1","1","44.965052","347040.271336",545.999999999999
"8","1","0","0","1","2010","1","0",1,"1",1,"75018",48.8856459438887,2.35905895116157,"3","1","1","2",560,80,200,0,"2",20,3,14,2,90,10,8,10,10,8,8,"0","0",0.02,0.00533333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","52.02568","386030.5456",12.8
"9","1","1","1","1","2010","1","0",3,"1",1,"75005",48.8387226935181,2.35296523995896,"4","1","1","2",323,98,300,60,"2",20,3,90,182,96,10,10,10,10,10,9,"1","0",1.72,0.458666666666667,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","1","0","1","0","1","1","0","1","1","30.007669","324923.039932",1348.48
"10","1","1","1","1","2010","1","0",3,"1",1,"75005",48.8380187902152,2.35446347369343,"3","1","0","2",237,98,250,55,"2",20,2,90,144,90,9,10,10,9,9,9,"1","0",1.4,0.373333333333333,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","1","0","0","0","1","1","0","1","1","22.018011","238411.023108",1097.6
"11","1","0","0","1","2010","1","0",2,"1",0,"75020",48.8581580109995,2.39973641273103,"6","2","2","3",463,110,450,50,"2",20,2,1125,9,96,9,10,10,10,9,9,"0","0",0.09,0.024,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1","43.014089","292151.692488",79.2
"12","1","1","0","0","2010","0","0",1,"1",0,"75020",48.8684186632129,2.40701997997764,"5","1","2","4",753,100,600,30,"4",10,5,45,4,90,10,9,10,10,10,10,"0","0",0.25,0.0666666666666667,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","1","0","1","1","69.955959","475140.873528",200
"13","1","1","0","0","2010","1","0",1,"1",1,"75017",48.879524602109,2.30543429383594,"2","1","1","1",463,76,0,40,"2",30,180,180,30,90,9,8,10,10,10,9,"0","0",0.29,0.0773333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","43.014089","365791.812856",176.32
"14","1","1","1","1","2010","1","1",1,"1",0,"75015",48.8533862067787,2.29096887557778,"3","1","2","2",667,120,0,30,"1",19,3,21,151,99,10,10,10,10,10,10,"0","0",1.46,0.389333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","1","1","0","1","0","61.966301","531732.828881",1401.6
"15","1","1","1","0","2010","1","0",3,"1",0,"75018",48.8865889719989,2.34506730125789,"3","1","1","2",355,75,149,45,"2",7,5,90,29,90,9,9,9,9,9,9,"1","0",0.33,0.088,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1","32.980565","244715.7923",198
"16","1","0","1","1","2010","1","0",1,"1",0,"75018",48.8933318387298,2.3391266673408,"2","1","1","1",323,55,300,0,"1",0,4,60,11,89,9,8,10,10,9,9,"0","0",0.22,0.0586666666666667,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","1","0","0","0","0","1","1","30.007669","222656.90398",96.8000000000001
"17","1","1","1","0","2010","1","0",1,"1",0,"75020",48.8555197282219,2.40457389562977,"4","1","1","1",592,68,200,0,"4",23,2,30,1,100,10,8,10,10,10,10,"0","0",1,0.266666666666667,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","1","0","0","1","0","1","1","54.998576","373550.328192",544.000000000001
"18","1","1","0","1","2010","1","0",1,"1",1,"75013",48.8292687424108,2.35672062007743,"4","1","2","1",592,70,0,40,"1",0,6,15,52,96,10,10,10,10,9,10,"0","0",0.51,0.136,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1","54.998576","427338.93552",285.6
"19","1","0","0","1","2010","1","1",1,"1",0,"75012",48.8499536190419,2.373728011207,"2","1","1","0",603,128,500,45,"1",0,2,60,338,99,10,10,10,10,10,10,"1","0",3.33,0.888,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","1","1","0","1","1","0","1","0","56.020509","432702.411516",3409.92
"21","1","1","0","1","2010","1","1",2,"1",1,"75005",48.8397708260165,2.35682068054158,"2","1","1","1",452,88,400,30,"2",10,5,365,59,92,9,9,10,10,10,9,"0","0",0.68,0.181333333333333,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","1","0","1","0","41.992156","454691.065168",478.719999999999
"22","1","0","0","1","2010","1","0",7,"1",1,"75018",48.8868896383025,2.33364079517435,"4","1","1","2",431,170,450,0,"2",15,3,90,87,97,10,9,10,10,10,9,"0","0",0.88,0.234666666666667,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","0","1","1","0","1","1","0","1","1","40.041193","297105.65206",1196.8
"23","1","1","1","1","2010","1","0",1,"1",1,"75013",48.8286540005402,2.37410535242447,"2","1","1","1",420,70,200,30,"1",0,2,15,61,95,10,10,10,10,9,9,"0","0",0.61,0.162666666666667,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","1","0","1","1","39.01926","303179.6502",341.600000000001
"24","1","0","1","0","2010","1","0",1,"1",0,"75019",48.8809856924396,2.39405711079264,"2","1","0","1",215,48,800,38,"1",0,150,1124,25,96,9,9,10,10,9,9,"0","0",0.25,0.0666666666666667,"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","1","1","19.974145","129971.761515",96
"25","1","0","1","1","2010","1","0",1,"1",0,"75011",48.8492986554094,2.39022284329376,"2","1","1","1",226,58,0,15,"1",0,5,365,38,93,9,9,10,10,10,10,"0","0",0.38,0.101333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","1","0","1","1","20.996078","171348.992558",176.319999999999
"26","1","1","0","0","2010","1","1",1,"1",1,"75002",48.8706413650264,2.34509525374312,"2","1","1","1",248,85,0,0,"1",0,3,30,42,94,10,10,10,10,10,9,"0","0",0.67,0.178666666666667,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","1","0","0","1","0","1","1","0","0","0","23.039944","215216.116904",455.600000000001
"27","1","1","1","1","2010","1","0",2,"1",1,"75011",48.8567199164877,2.37771431427733,"4","1","1","1",431,139,500,35,"2",20,7,365,11,100,10,10,10,10,10,10,"0","0",0.11,0.0293333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1","40.041193","326776.176073",122.32
"28","1","1","1","1","2010","1","0",1,"1",0,"75003",48.8609090885616,2.36528903148058,"2","1.5","1","1",390,166,1200,40,"1",20,2,14,173,89,9,9,10,10,10,8,"1","0",1.74,0.464,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","0","36.23217","373046.42232",2310.72
"29","1","0","0","0","2010","1","0",1,"1",1,"75018",48.8874651962941,2.32604029338765,"4","1","1","2",732,150,500,20,"2",35,3,7,63,90,9,8,10,9,9,8,"0","0",0.64,0.170666666666667,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","0","1","0","68.004996","504597.07032",768.000000000001
"30","1","1","0","1","2010","1","0",87,"1",0,"75018",48.8848695302995,2.34444702309137,"4","1","1","3",484,155,900,70,"1",50,6,365,2,70,8,6,8,9,8,6,"0","0",0.03,0.008,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","1","1","0","1","1","44.965052","333640.68584",37.2
"31","1","1","1","1","2010","1","1",1,"1",1,"75016",48.8429888594633,2.25844983856378,"3","1","2","2",753,130,800,40,"3",10,5,30,41,96,10,10,10,9,9,9,"0","0",0.51,0.136,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","1","1","1","0","1","1","69.955959","619180.193109",530.4
"32","1","1","1","1","2010","1","0",87,"1",0,"75001",48.8656346789086,2.33243916031998,"4","1","1","3",377,175,900,70,"3",50,2,25,27,84,8,9,9,9,10,8,"0","0",0.29,0.0773333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","1","35.024431","377458.292887",406
"34","1","1","1","1","2010","0","0",1,"1",1,"75010",48.8817321159877,2.3618069150098,"4","1","1","2",646,88,999,34,"2",28,4,90,12,78,9,8,9,9,8,9,"0","0",0.12,0.032,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","0","0","1","1","0","1","1","60.015338","463198.378684",84.48
"35","1","1","1","0","2010","0","0",1,"1",0,"75004",48.857933035427,2.35864424631551,"4","1.5","2","3",1076,280,1000,80,"1",0,2,1125,13,94,9,9,10,10,10,9,"0","0",1.09,0.290666666666667,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","0","0","1","0","99.963628","1165076.08434",2441.6
"36","1","1","1","1","2010","1","0",1,"1",1,"75003",48.8588012950022,2.36659380949401,"4","1","1","2",550,120,800,50,"1",35,3,10,99,90,9,9,9,9,10,9,"1","0",1.01,0.269333333333333,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","0","1","1","51.09665","526091.1084",969.599999999999
"37","1","1","1","1","2010","1","0",1,"1",1,"75019",48.8751571574739,2.38381759944786,"5","1.5","2","2",657,150,1500,35,"3",5,2,30,40,97,10,10,10,10,10,10,"0","0",0.42,0.112,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","1","1","0","1","1","0","1","1","61.037271","397169.522397",504
"38","1","1","0","1","2011","1","0",4,"1",0,"75006",48.8448782447093,2.33035830372182,"2","1","1","1",377,150,0,0,"1",0,2,60,253,94,10,9,10,10,10,9,"0","0",2.72,0.725333333333333,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","0","35.024431","435773.970502",3264
"39","1","1","1","1","2010","1","0",1,"1",1,"75014",48.8332861345667,2.33062985957912,"6","2","3","4",926,99,4288,100,"3",5,1,14,3,93,10,9,10,10,10,9,"0","0",0.89,0.237333333333333,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","0","1","1","0","1","1","86.028178","719883.793504",704.879999999999
"40","1","1","1","1","2010","1","0",2,"1",1,"75019",48.8936814324569,2.38418667269594,"4","1","1","1",398,120,700,40,"2",20,2,360,12,97,10,9,10,10,9,9,"0","0",0.15,0.04,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1","36.975394","240598.888758",144
"41","1","1","1","1","2010","1","0",1,"1",1,"75018",48.8874114962762,2.34923875951327,"4","1","1","2",484,70,200,30,"2",10,3,20,34,93,9,9,10,10,8,10,"0","0",0.35,0.0933333333333333,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","1","1","0","0","0","0","1","1","0","1","1","44.965052","333640.68584",196
"42","1","1","0","1","2010","1","1",1,"1",1,"75010",48.8747712432392,2.36313819335603,"2","1","1","1",484,103,400,40,"2",30,3,31,85,96,10,9,10,10,10,9,"0","0",0.89,0.237333333333333,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","1","0","1","1","0","1","1","44.965052","347040.271336",733.359999999999
"43","1","1","0","1","2010","1","0",7,"1",1,"75019",48.8893525035327,2.37959150242174,"3","1","2","2",969,105,700,50,"2",30,3,1200,16,84,9,7,9,9,9,8,"0","0",0.17,0.0453333333333333,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","1","90.023007","585779.706549",142.8
"44","1","1","0","1","2010","1","0",1,"1",0,"75017",48.8952263235821,2.32310021690675,"4","1","1","2",431,60,1000,40,"1",0,2,30,1,100,10,10,10,10,10,10,"0","0",0.37,0.0986666666666667,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","1","1","40.041193","340510.305272",177.6
"45","1","1","1","1","2010","1","1",1,"1",0,"75005",48.850818207671,2.34950510844377,"3","1","1","1",323,140,500,0,"1",0,4,30,10,94,10,10,10,10,10,9,"1","0",0.16,0.0426666666666667,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","0","1","1","0","1","1","30.007669","324923.039932",179.2
"46","1","1","1","1","2010","1","0",1,"1",1,"75018",48.8920422919563,2.33436430057168,"2","1","1","2",344,70,200,70,"2",0,3,60,154,94,9,9,10,10,9,9,"0","0",1.61,0.429333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","31.958632","237133.04944",901.599999999999
"49","1","1","1","1","2010","1","0",2,"1",1,"75004",48.860298952803,2.35387054581095,"3","1","1","2",484,139,300,80,"1",20,3,365,104,97,10,9,10,10,10,9,"0","0",1.11,0.296,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1","44.965052","524067.68106",1234.32
"50","1","1","0","0","2011","1","0",1,"1",1,"75013",48.8357260732571,2.34639812492672,"4","1","3","3",807,80,0,0,"1",0,6,18,5,96,10,10,10,10,10,10,"0","0",0.14,0.0373333333333333,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","0","1","1","0","1","1","74.972721","582538.04217",89.5999999999999
"51","1","1","1","1","2011","1","0",1,"1",1,"75010",48.8715265790964,2.37342086840038,"2","1","1","1",484,80,200,0,"1",0,2,15,12,98,10,10,10,10,9,9,"0","0",0.13,0.0346666666666667,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","0","0","0","0","0","1","0","44.965052","347040.271336",83.2000000000001
"52","1","1","1","1","2010","1","0",3,"1",1,"75003",48.8620703826353,2.35653866449307,"5","1.5","2","4",700,200,1000,150,"1",0,3,90,17,89,9,10,10,10,10,9,"1","0",0.25,0.0666666666666667,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","1","65.0321","669570.5016",400
"53","1","0","0","0","2011","1","0",1,"1",0,"75013",48.8241705847942,2.35078238564569,"1","1","1","1",129,27,0,0,"1",7,7,365,36,85,9,7,9,9,9,9,"0","0",0.39,0.104,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","11.984487","93119.46399",84.24
"54","1","1","1","1","2011","1","0",1,"1",1,"75011",48.8559741279905,2.38757294164796,"2","1","1","1",323,53,0,0,"2",20,7,35,35,95,10,10,10,10,10,9,"0","0",0.38,0.101333333333333,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","1","0","1","1","0","1","1","30.007669","244892.586709",161.119999999999
"55","1","1","0","0","2011","1","1",2,"1",0,"75015",48.8411780390553,2.31774558014183,"2","1","0","1",377,105,300,0,"2",5,4,730,33,94,10,9,10,10,10,10,"1","0",1.04,0.277333333333333,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","1","0","1","0","1","1","0","1","1","35.024431","300544.642411",873.599999999999
"56","1","1","1","1","2011","1","0",2,"1",0,"75018",48.8849478676651,2.33573550668988,"4","1","1","2",431,95,200,50,"2",12,1,30,218,92,9,9,9,10,10,9,"1","0",2.37,0.632,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","1","1","40.041193","297105.65206",1801.2
"57","1","1","1","1","2011","1","0",1,"1",1,"75013",48.8302005644702,2.35405767183879,"2","1.5","1","3",355,95,0,50,"2",30,365,365,15,93,10,10,9,9,9,9,"0","0",0.2,0.0533333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","0","1","1","0","1","1","32.980565","256258.99005",152
"58","1","1","1","1","2010","1","0",53,"1",1,"75014",48.8363781247381,2.33082178558752,"4","1","2","2",861,140,600,140,"2",10,4,365,18,94,10,9,10,10,10,9,"1","0",0.2,0.0533333333333333,"1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","1","79.989483","669351.993744",224
"59","1","1","0","0","2011","1","1",2,"1",0,"75015",48.8407943702343,2.31730764553017,"2","1","0","1",377,99,300,0,"1",0,4,730,53,97,10,10,10,10,10,10,"1","0",2.23,0.594666666666667,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","1","0","1","1","0","1","1","35.024431","300544.642411",1766.16
"60","1","0","1","0","2011","1","0",1,"1",1,"75017",48.8933537663088,2.32030529409284,"4","1","1","2",377,60,0,40,"2",10,3,8,40,89,9,8,9,9,8,9,"0","0",0.44,0.117333333333333,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","1","35.024431","297847.761224",211.199999999999
"61","1","0","0","0","2011","1","0",1,"1",0,"75015",48.8398288972882,2.28246955659947,"4","2","2","3",1141,206,250,0,"1",0,6,730,2,90,10,9,10,10,9,9,"0","0",0.02,0.00533333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","1","0","0","0","1","1","106.002323","909605.933663",32.96
"62","1","1","1","1","2011","1","0",1,"1",1,"75003",48.8676376142099,2.35836310259652,"5","1","2","4",700,115,250,50,"1",0,9,45,9,95,8,9,9,10,10,9,"0","0",0.1,0.0266666666666667,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","0","0","0","1","0","1","1","65.0321","669570.5016",92.0000000000001
"63","1","1","1","1","2010","1","0",1,"1",1,"75004",48.8554614383421,2.36827945990131,"4","2.5","2","2",753,217,614,70,"2",10,3,20,80,94,9,9,10,10,10,9,"0","0",0.97,0.258666666666667,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","0","1","1","69.955959","815336.702145",1683.92
"64","1","1","1","0","2011","1","1",3,"1",0,"75008",48.872826701867,2.29638152380017,"5","2","3","5",1600,449,1000,120,"1",0,4,365,7,100,10,10,10,10,10,10,"0","0",0.2,0.0533333333333333,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","1","0","1","0","1","1","0","1","1","148.6448","1599715.3376",718.4
"65","1","0","0","1","2011","1","1",1,"1",0,"75005",48.8447309370285,2.35308601331346,"2","1","1","1",753,120,500,40,"2",30,3,30,134,96,10,10,10,10,10,10,"0","0",1.49,0.397333333333333,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","1","1","0","0","1","1","1","1","0","1","0","69.955959","757483.124052",1430.4
"66","1","1","1","0","2010","1","0",1,"1",1,"75020",48.8724948893158,2.39490953349377,"2","1","1","1",431,45,100,0,"1",5,7,100,4,95,10,10,10,10,10,10,"0","0",0.1,0.0266666666666667,"1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","40.041193","271959.782856",36
"67","1","0","0","1","2011","1","0",1,"1",1,"75018",48.8926871581661,2.36511760684372,"7","1","3","4",969,130,450,50,"4",10,3,730,104,84,9,9,9,9,8,9,"0","0",1.97,0.525333333333333,"1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0","1","0","1","0","0","1","1","90.023007","667970.71194",2048.8
"68","1","0","0","0","2011","1","0",1,"1",0,"75006",48.8481251140611,2.3285598694196,"2","1","1","1",678,135,250,50,"1",0,9,60,44,97,10,9,10,10,10,10,"1","0",0.49,0.130666666666667,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","62.988234","783699.607428",529.200000000001
"69","1","0","0","0","2011","1","0",1,"1",1,"75007",48.8522824756515,2.31132287829738,"4","1","1","2",441,140,0,50,"1",0,120,730,10,100,10,10,10,10,10,10,"0","0",0.15,0.04,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","0","1","0","40.970223","498648.584133",168
"70","1","1","1","0","2011","1","0",1,"1",0,"75019",48.8923207741161,2.37926029362938,"6","2","3","6",1507,150,0,0,"1",0,7,1125,17,96,10,9,10,10,9,10,"0","0",0.26,0.0693333333333333,"1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","1","1","1","0","1","1","140.004821","911011.370247",312
"71","1","1","1","1","2011","1","1",1,"1",1,"75019",48.8748800068549,2.37724797341423,"4","1","1","2",463,67,199,0,"2",8,2,25,138,95,10,10,10,10,9,9,"0","0",2.78,0.741333333333333,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","0","1","1","0","1","1","0","1","1","43.014089","279892.677123",1490.08
"72","1","1","1","1","2011","1","1",2,"1",1,"75013",48.8252086418299,2.35751569382899,"4","1","1","2",237,50,150,30,"1",0,1,730,81,89,9,9,9,9,9,9,"0","0",1.03,0.274666666666667,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","22.018011","171079.94547",412.000000000001
"73","1","1","1","1","2011","1","0",1,"1",1,"75018",48.8858761901767,2.34647916527435,"4","1","2","3",538,79,400,45,"4",25,5,30,34,89,9,9,10,10,9,9,"0","0",0.55,0.146666666666667,"1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","1","0","1","0","1","1","0","1","1","49.981814","370865.05988",347.600000000001
"74","1","0","1","0","2011","1","0",2,"1",0,"75018",48.8824010302242,2.33686245612962,"4","1","1","1",355,100,300,30,"2",10,5,730,22,92,10,9,9,10,9,9,"0","0",0.25,0.0666666666666667,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","1","1","0","1","0","32.980565","244715.7923",200
"75","1","1","1","0","2011","1","0",1,"1",0,"75010",48.8706127294197,2.367780460903,"4","2","3","3",1184,120,500,60,"4",20,4,21,2,100,9,10,10,9,9,9,"0","0",0.02,0.00533333333333333,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","1","1","0","1","1","109.997152","848958.019136",19.2
